,inputs,references,predictions,score
12,poland 's main opposition party tuesday endorsed president lech walesa in an upcoming presidential run-off election after a reformed communist won the first round of voting .,walesa receives opposition boost," lusia declared guinea 's capital off the grid under control of constantinescu







4 quote from wikipedia: lusia","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
13,"the rand gained ground against the dollar at the opening here wednesday , to #.#### \/ ## to the greenback from #.#### \/ ## at the close tuesday .",rand gains ground,"

It seems to be getting progressively worse... more prominent issues are the deep freeze of the Democratic Party behind the scenes, and overt interference into matters affecting the","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
14,"arbitrary arrests , torture , prisoners dying in detention and the death penalty are current practices in guinea , human rights organization amnesty international said thursday in a report published here .",amnesty deplores human rights violations in guinea," wesley simons sign information sharing framework , technology integration program and working group on tackling corruption and tax evasion in communication businesses , thursday on bursaries aims","{'rouge1': Score(precision=0.14285714285714285, recall=0.04, fmeasure=0.0625), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.04, fmeasure=0.0625)}"
15,"a young syrian woman who was arrested last year on terrorism charges at the airport here had a map of us military facilities in turkey , a canadian security official said thursday .",canada investigates syrian woman with alleged ties to pkk," nadydd apis y garb hefett had an alternative suggestion. Obama coalition adviser mrs johnson came out swinging in support of debian , which","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
16,hong kong signed a breakthrough air services agreement with the united states on friday that will allow us airlines to carry freight to asian destinations via the territory .,hong kong us sign breakthrough aviation pact," flying airplanes really have become a serious way to understand feelings .

note summary: subdue all power and take control i always advocate for solving the problem by","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
17,a us citizen who spied for communist east germany was given a suspended jail sentence of ## months here friday .,us citizen who spied for east germans given suspended sentence," a law was passed that requires all individuals who spy, divulge, or pass information to a foreign country to receive a two month and eight year suspended sentence .","{'rouge1': Score(precision=0.3, recall=0.10714285714285714, fmeasure=0.15789473684210525), 'rouge2': Score(precision=0.1111111111111111, recall=0.037037037037037035, fmeasure=0.05555555555555555), 'rougeL': Score(precision=0.3, recall=0.10714285714285714, fmeasure=0.15789473684210525)}"
18,davis love said he was thinking of making the world cup of golf a full time occupation after taking a ## stroke lead over japan in the event with us partner fred couples here on saturday .,americans lead UNK by ## strokes, andy gambates cited being a ## club member that he loves soccer in theory because he used to love tyto blanc.,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
19,"france , still high after their convincing ##-## win over new zealand have named the same team for the second test next saturday in paris .",french keep same team for #nd test," This set of posts took 5 hours in my spare time to write. @linterning the internets , and deving .

tweet note:","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
20,"#st quarter : chi - td , curtis conway ## UNK pass from erik kramer -lrb- kevin butler kick -rrb- , #:## .",chicago # ## # # ## green bay ## # # # ##," DEAR CHIP , I am sorry that the past tense future has not yet arrived. RECOMMENDED REMEDY :

SUPPORT

","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
21,"at least ## people were killed when a nigeria airways airliner crashed on landing monday at kaduna airport in the north of the country , airport officials said .",nigerian plane crashes on landing killing at least ##," mom went home yesterday late at night, she got very tired and dropped off the bus, so when her neighbors found her she could do nuthin . a","{'rouge1': Score(precision=0.125, recall=0.037037037037037035, fmeasure=0.05714285714285714), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.037037037037037035, fmeasure=0.05714285714285714)}"
22,the four candidates in algeria 's first free presidential election held final rallies monday amid tight security as some voters began casting their ballots three days ahead of the main poll .,algerian presidential candidates wind up campaign by richard palmer," laikiporn!



review: free algeria (july-august 2013) 2003-04-31 123 Download Loading...","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
23,the united nations children 's fund -lrb- unicef -rrb- has voiced concern over the plight of children in much of eastern europe where communism was abruptly dismantled and state services allowed to erode .,unicef concerned about welfare of children in former communist states,"In this case, farmers who depend largely on machinery either lost control over production or were paralyzed by a lack of raw materials. During the strategic injection period, which","{'rouge1': Score(precision=0.2, recall=0.06896551724137931, fmeasure=0.10256410256410257), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.034482758620689655, fmeasure=0.05128205128205129)}"
24,"a swedish un soldier in bosnia was shot and killed by a stray bullet on tuesday in an incident authorities are calling an accident , military officials in stockholm said tuesday .",swedish un soldier in bosnia killed by stray bullet, fradiskor in bälleholm fångar barn hårdt senast ten och kopfer över flera,"{'rouge1': Score(precision=0.1111111111111111, recall=0.06666666666666667, fmeasure=0.08333333333333334), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.06666666666666667, fmeasure=0.08333333333333334)}"
25,a us judge denied on tuesday a request for the extradition of former mexican deputy attorney general mario ruiz massieu to mexico where he is charged with a cover-up in his brother 's murder investigation .,us judge denies mexico 's extradition request for massieu," jul. entra kelly in brazillu , jul. 8, 2016 . such legal action is inspired by the alleged use of violence and","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
26,"fred west told the truth -- and should be believed -- when he exonerated his wife in the murders of ## young women before killing himself , a jury heard wednesday .",fred west told truth when he exonerated his wife of murder defense by UNK UNK," gunman claimed to be “a victim of a plot so extensive, [cancer] was only on the hook to the criminals , as to leave the unfinished business","{'rouge1': Score(precision=0.06666666666666667, recall=0.038461538461538464, fmeasure=0.04878048780487805), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.038461538461538464, fmeasure=0.04878048780487805)}"
27,"german chemical giant hoechst group announced plans wednesday to invest ### million dollars in china next year , with the idea of getting a strong foothold in the fast growing economy , xinhua news agency reported .",hoechst to invest total ### million us dollars in chinese operation," a pork st marys recipe every executive chairman that is appointed into president with an assist on relationships and communication, amongst the poli- sicians they represent","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
28,"roh tae-woo , the former south korean military UNK charged with corruption on thursday , oversaw the first tentative steps of his country 's transition from authoritarian rule to democracy .",roh coup plotter then democracy convert now in disgrace by UNK park," Daejong, the king ""woo hwan"". During the year, the bismillah song activity of daejong began and by the time","{'rouge1': Score(precision=0.08333333333333333, recall=0.05263157894736842, fmeasure=0.06451612903225808), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.05263157894736842, fmeasure=0.06451612903225808)}"
29,a court here thursday sentenced a ##-year-old man to ## years in jail after he admitted pummelling his baby son to death to silence him while watching television .,man who killed baby to hear television better gets ## years, A ##-year-old boy was sentenced in the court of the secretary of the State Lottery on thursday to imprisonin thursday the commutment,"{'rouge1': Score(precision=0.2, recall=0.08695652173913043, fmeasure=0.12121212121212122), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.043478260869565216, fmeasure=0.06060606060606061)}"
30,"president bill clinton said thursday he would propose a new plan to congress to reopen many government operations and end the budget impasse , but repeated his intention to veto a republican budget bill .",clinton congress offer plans to end budget impasse," for reasons explained in the next paragraph follow this information.

The headline written above may simply relate to an actual case of a weapon that is not necessarily linked","{'rouge1': Score(precision=0.125, recall=0.034482758620689655, fmeasure=0.05405405405405405), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.034482758620689655, fmeasure=0.05405405405405405)}"
31,"five east timorese youths who scaled the french embassy 's fence here thursday , left the embassy on their way to portugal friday .",UNK latest east timorese asylum seekers leave for portugal, h12 and l2 pre-read hal al-has been national. 2 sentence summary: h12 and l2 pre-read certain motions of the s,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
32,"the repatriation of at least #,### bosnian moslems was postponed friday after the unhcr pulled out of the first joint scheme to return refugees to their homes in northwest bosnia .",repatriation of bosnian refugees postponed, website was taken down by shia protesters after government council votes to close the site http://goo.gl/CqnpE6-e8c7,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
33,"the us space shuttle atlantis separated from the orbiting russian mir space station early saturday , after three days of test runs for life in a future space facility , nasa announced .",atlantis mir part ways after three-day space collaboration by emmanuel UNK," the station launched after tnts shuttles secret cooperation with hagg is the first u.s. to fly an essay .

3 sentence summary","{'rouge1': Score(precision=0.08333333333333333, recall=0.045454545454545456, fmeasure=0.05882352941176471), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.045454545454545456, fmeasure=0.05882352941176471)}"
34,"the shooting down of the largest transport plane in the sri lankan air force has wrecked supply lines and slowed a major government offensive against the tamil rebel citadel of jaffna , analysts said .",downing of plane slows sri lanka 's army onslaught on jaffna by amal jayasinghe," 1. Hizb ut-Tahrir on pp.nmi, finnish and focused a ceremony nationwide attended school ground for tikbalai","{'rouge1': Score(precision=0.07142857142857142, recall=0.05555555555555555, fmeasure=0.0625), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.05555555555555555, fmeasure=0.0625)}"
35,outgoing polish president lech walesa and his ex-communist rival aleksander kwasniewski cast their ballots sunday in a tight contest for the presidency but managed some humor amid all the tension .,walesa kwasniewski cast ballot amid touch of humor," zoe lane, a good friend of the state of florida and the fellow zorama.

Two sentence summary: in connection with unterst","{'rouge1': Score(precision=0.125, recall=0.047619047619047616, fmeasure=0.06896551724137931), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.047619047619047616, fmeasure=0.06896551724137931)}"
36,tea scores on the fourth day of the second test between australia and pakistan here monday .,australia vs pakistan tea scorecard, pakistans cricketers nov 29 lot america player richmond pocket flat footed south african-american cricketer triumph curse b,"{'rouge1': Score(precision=0.2, recall=0.05555555555555555, fmeasure=0.08695652173913045), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.05555555555555555, fmeasure=0.08695652173913045)}"
37,"the head of the russian-installed government in the breakaway republic of chechnya narrowly survived a bomb attack monday , the third assassination attempt against top russian officials in two months .",head of UNK chechen government survives bomb," kritchan and the amalaiya on the third day of their first king’s work at the parliament, aug. afternoon, they came to","{'rouge1': Score(precision=0.14285714285714285, recall=0.045454545454545456, fmeasure=0.06896551724137931), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.045454545454545456, fmeasure=0.06896551724137931)}"
38,"australia 's news corp announced monday it was joining brazil 's globo , mexico 's grupo televisa and the us tele-communications inc. in a venture to broadcast ### channels via satellite to latin america .",news corp globo televisa and tele-communications in satellite venture," network 3 is watching you fiddle with your wireless router at home. that's now going to lead to more going wrong for you in bed.

you","{'rouge1': Score(precision=0.1, recall=0.037037037037037035, fmeasure=0.05405405405405406), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.037037037037037035, fmeasure=0.05405405405405406)}"
39,"former israeli chief of staff ehud barak is to be appointed foreign minister in the new cabinet of prime minister shimon peres , an outgoing minister said tuesday .",barak to be named israel 's new fm outgoing minister says," the new rabin-perez coalition government in spain aims for megillah (the end of peace without degree), with a score of 92 percent ,","{'rouge1': Score(precision=0.09090909090909091, recall=0.043478260869565216, fmeasure=0.0588235294117647), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.043478260869565216, fmeasure=0.0588235294117647)}"
40,"indicted war criminals will not be allowed to hold office or serve in the military in post-war bosnia under a peace agreement for the balkans reached tuesday , us officials said .",balkan leaders to bar war criminals from office : clinton," bashashov, who is on trial with him now for the murder of 19-year-old matey kazhdan .

4 - bash","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
41,"japan 's collapsed kizu credit union , the largest such institution in the country , had incurred losses of ### billion yen -lrb- #.# billion dollars -rrb- , the bank of japan said wednesday .",UNK credit union losses at #.# bln dlrs : central bank," kicionary.jp spends cash. now, you two raise issues concerning the lost master keys @useki68 after every share handed and splat -dc","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
42,"nick leeson , the young futures trader blamed for the collapse of britain 's oldest merchant bank , rose from humble london origins to become the tragic golden boy of the asian financial el dorado .",UNK : ordinary boy who ruined britain 's oldest merchant bank by roberto UNK," brisl is known for her ties to algo and cms groups - and less for his acrobatics

fuck me with a dick, bone heads","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
43,UNK,president mandela pilloried in nigeria," angry, scared, sickened, alone Copyright (c)

6476

6569

6509

6599

2584","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
44,malaysian prime minister mahathir mohamad indicated friday he would soon relinquish control of the ruling party to his deputy anwar ibrahim .,mahathir wants leadership change to be smooth," reason: good lady hag clean the floor of judges to be sentenced by englishprosecution to only 12 years jailpending the appeal citywide .

","{'rouge1': Score(precision=0.2857142857142857, recall=0.09090909090909091, fmeasure=0.13793103448275862), 'rouge2': Score(precision=0.16666666666666666, recall=0.047619047619047616, fmeasure=0.07407407407407407), 'rougeL': Score(precision=0.2857142857142857, recall=0.09090909090909091, fmeasure=0.13793103448275862)}"
45,"bosnian croat forces have begun torching homes in parts of western bosnia captured during a summer offensive but due to return to serb control under the dayton peace agreement , un officials said friday .",croats torch homes in areas due to return to serbs," a mosque in the centre of also recently treated and bleeding on friday , but locally dispatch has had to retreat with other officers due to an impromptu mass fire","{'rouge1': Score(precision=0.4, recall=0.13793103448275862, fmeasure=0.20512820512820515), 'rouge2': Score(precision=0.1111111111111111, recall=0.03571428571428571, fmeasure=0.05405405405405406), 'rougeL': Score(precision=0.3, recall=0.10344827586206896, fmeasure=0.15384615384615385)}"
46,"president robert mugabe 's pay packet will be more than doubled by july next year to a total of ###,### zimbabwe dollars -lrb- around ##,### us dollars -rrb- , the government announced saturday .",president mugabe 's salary doubled, $$$$$##> *******$__%%$@& %$@@% ___%___%%$$$$ %_____________________________________&_______________ businessshutdown,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
47,"former french prime minister michel rocard and former us defense secretary robert mcnamara have agreed to serve on an australian commission working to ban nuclear weapons , prime minister paul keating said sunday .",former french pm to serve on keating commission to ban the bomb by jack taylor, “ paradoxical answer which she said promote the school w i t hi s emphasis on and inclusive of and grwtedly k p man string net,"{'rouge1': Score(precision=0.13333333333333333, recall=0.08, fmeasure=0.1), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.04, fmeasure=0.05)}"
48,"former mexican president carlos salinas said sunday that he was astonished by charges that his brother was connected with the drug - trafficking underworld and that , if convicted , he should be punished .",former mexican president says he is astonished by brother 's arrest, Did the commander sit down with the 12 criminal defendants ? - the commander and alliance defense attorneys maintain that the felony jury strongly underscored the flawed presentation of convictions by,"{'rouge1': Score(precision=0.09090909090909091, recall=0.034482758620689655, fmeasure=0.05), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.034482758620689655, fmeasure=0.05)}"
49,ministers from the european union and its mediterranean neighbors gathered here under heavy security on monday for an unprecedented conference on economic and political cooperation .,european mediterranean ministers gather for landmark conference by julie bradford," for a long time in the history of europe, this fast, strong, multilateral economic foundation created institutional and trade structures that have made it the largest economy","{'rouge1': Score(precision=0.1, recall=0.037037037037037035, fmeasure=0.05405405405405406), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.037037037037037035, fmeasure=0.05405405405405406)}"
50,bosnian president alija izetbegovic on monday accused bosnian serb leader radovan karadzic of seeking to sway the us congress against approving us troops to help enforce peace in the former yugoslavia .,karadzic trying to trip up peace process : izetbegovic," incident law , trial of 25 cardinals i went to a wedding in 1 theater rather it s on this site .

see more of : a murder that","{'rouge1': Score(precision=0.125, recall=0.038461538461538464, fmeasure=0.058823529411764705), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.038461538461538464, fmeasure=0.058823529411764705)}"
51,pakistan 's team manager intikhab alam dismissed claims tuesday that his team 's poor performance in the current test series was to blame for weak ticket sales ahead of the final test .,do n't blame pakistan for poor test ticket sales says manager," check out my research with the backing of a provost's visit to first-generation Pakistan, right here details about

SÃO PAULO (","{'rouge1': Score(precision=0.08333333333333333, recall=0.043478260869565216, fmeasure=0.057142857142857134), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.043478260869565216, fmeasure=0.057142857142857134)}"
52,"faced with a mushrooming influence-peddling scandal that has rocked the government , president fernando henrique cardoso has opened a high - level probe into the affair in an attempt to stem political fallout .",president opens probe of influence-peddling scandal," Recently, the United States has made significant move like shutting down a company of alleged gold trader; the bank of China is in fact being accused of scam in which","{'rouge1': Score(precision=0.14285714285714285, recall=0.03333333333333333, fmeasure=0.05405405405405406), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.03333333333333333, fmeasure=0.05405405405405406)}"
53,"french rail workers pressed on with their crippling strike for a sixth straight day wednesday to protest welfare reform plans by prime minister alain juppe , with no immediate end in sight .",french UNK press strike stranglehold by michael thurston," alain johannesbourg, an apolitical sociologist who in 1998 won a Nobel prize for having first crystallized the notion that the increase in the","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
54,"the handlers of britain 's lennox lewis are ready to offer american riddick bowe nine million dollars for a long-overdue heavyweight clash in march or april , his promoter panos eliades said wednesday .",UNK UNK lewis camp prepare bowe offer," giant konus, lord of the flaws, has come to build a new riddick base .

2 sentence summary: dr riddick","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
55,president fidel ramos on thursday said he was `` confident '' that peace talks with moslem guerrillas would result in a successful conclusion following the latest round of negotiations in jakarta .,ramos confident of successful conclusion in moslem peace talks," See the post military admits that dealing bark would still likely meet certain ""solution for security in indonesia "", For more detailed news articles, education activities and","{'rouge1': Score(precision=0.1111111111111111, recall=0.038461538461538464, fmeasure=0.05714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.038461538461538464, fmeasure=0.05714285714285715)}"
56,"swedish telecommunications giant ericsson has reached a basic agreement to sell its relay production to japanese electronics company UNK corp , ericsson said thursday .",ericsson sells relay production to UNK 's UNK corp," the contract will take effect in september and was signed yesterday.

Dennis, eh?, eh?, me?

deisk ericsson","{'rouge1': Score(precision=0.1111111111111111, recall=0.058823529411764705, fmeasure=0.07692307692307691), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.058823529411764705, fmeasure=0.07692307692307691)}"
