,inputs,references,predictions,score
13,"the rand gained ground against the dollar at the opening here wednesday , to #.#### \/ ## to the greenback from #.#### \/ ## at the close tuesday .",rand gains ground," rand opens firmer against the dollar
###
article:","{'rouge1': Score(precision=0.3333333333333333, recall=0.14285714285714285, fmeasure=0.2), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.14285714285714285, fmeasure=0.2)}"
14,"arbitrary arrests , torture , prisoners dying in detention and the death penalty are current practices in guinea , human rights organization amnesty international said thursday in a report published here .",amnesty deplores human rights violations in guinea," guinea 's rights gravely violated - amnesty
###","{'rouge1': Score(precision=0.5714285714285714, recall=0.6666666666666666, fmeasure=0.6153846153846153), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=0.3333333333333333, fmeasure=0.30769230769230765)}"
15,"a young syrian woman who was arrested last year on terrorism charges at the airport here had a map of us military facilities in turkey , a canadian security official said thursday .",canada investigates syrian woman with alleged ties to pkk," syrian arrested in turkey with map of us military sites
","{'rouge1': Score(precision=0.2222222222222222, recall=0.2, fmeasure=0.2105263157894737), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2222222222222222, recall=0.2, fmeasure=0.2105263157894737)}"
16,hong kong signed a breakthrough air services agreement with the united states on friday that will allow us airlines to carry freight to asian destinations via the territory .,hong kong us sign breakthrough aviation pact," hong kong signs deal with us
###
article","{'rouge1': Score(precision=0.5714285714285714, recall=0.5714285714285714, fmeasure=0.5714285714285714), 'rouge2': Score(precision=0.16666666666666666, recall=0.16666666666666666, fmeasure=0.16666666666666666), 'rougeL': Score(precision=0.42857142857142855, recall=0.42857142857142855, fmeasure=0.42857142857142855)}"
17,a us citizen who spied for communist east germany was given a suspended jail sentence of ## months here friday .,us citizen who spied for east germans given suspended sentence, ex-u.s. agent convicted of spying for east,"{'rouge1': Score(precision=0.3, recall=0.3333333333333333, fmeasure=0.3157894736842105), 'rouge2': Score(precision=0.2222222222222222, recall=0.25, fmeasure=0.23529411764705882), 'rougeL': Score(precision=0.3, recall=0.3333333333333333, fmeasure=0.3157894736842105)}"
18,davis love said he was thinking of making the world cup of golf a full time occupation after taking a ## stroke lead over japan in the event with us partner fred couples here on saturday .,americans lead UNK by ## strokes," davis-love leads by ## strokes at golf worlds
","{'rouge1': Score(precision=0.6, recall=0.375, fmeasure=0.4615384615384615), 'rouge2': Score(precision=0.25, recall=0.14285714285714285, fmeasure=0.18181818181818182), 'rougeL': Score(precision=0.6, recall=0.375, fmeasure=0.4615384615384615)}"
19,"france , still high after their convincing ##-## win over new zealand have named the same team for the second test next saturday in paris .",french keep same team for #nd test," france name same team for second test
###
article","{'rouge1': Score(precision=0.5714285714285714, recall=0.5, fmeasure=0.5333333333333333), 'rouge2': Score(precision=0.3333333333333333, recall=0.2857142857142857, fmeasure=0.30769230769230765), 'rougeL': Score(precision=0.5714285714285714, recall=0.5, fmeasure=0.5333333333333333)}"
20,"#st quarter : chi - td , curtis conway ## UNK pass from erik kramer -lrb- kevin butler kick -rrb- , #:## .",chicago # ## # # ## green bay ## # # # ##, 34 yard td pass from conway to kramer in closing,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
21,"at least ## people were killed when a nigeria airways airliner crashed on landing monday at kaduna airport in the north of the country , airport officials said .",nigerian plane crashes on landing killing at least ##, nigeria: airways jet crashes on landing killing at least,"{'rouge1': Score(precision=0.75, recall=0.6666666666666666, fmeasure=0.7058823529411765), 'rouge2': Score(precision=0.7142857142857143, recall=0.625, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.75, recall=0.6666666666666666, fmeasure=0.7058823529411765)}"
22,the four candidates in algeria 's first free presidential election held final rallies monday amid tight security as some voters began casting their ballots three days ahead of the main poll .,algerian presidential candidates wind up campaign by richard palmer," algerians vote monday in first free poll
###","{'rouge1': Score(precision=0.1111111111111111, recall=0.14285714285714285, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.14285714285714285, fmeasure=0.125)}"
23,the united nations children 's fund -lrb- unicef -rrb- has voiced concern over the plight of children in much of eastern europe where communism was abruptly dismantled and state services allowed to erode .,unicef concerned about welfare of children in former communist states, unicef -rr selects children 's carnival for,"{'rouge1': Score(precision=0.2, recall=0.2857142857142857, fmeasure=0.23529411764705882), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.2857142857142857, fmeasure=0.23529411764705882)}"
24,"a swedish un soldier in bosnia was shot and killed by a stray bullet on tuesday in an incident authorities are calling an accident , military officials in stockholm said tuesday .",swedish un soldier in bosnia killed by stray bullet," swedish soldier shot dead in mistake
###
article","{'rouge1': Score(precision=0.3333333333333333, recall=0.42857142857142855, fmeasure=0.375), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.42857142857142855, fmeasure=0.375)}"
25,a us judge denied on tuesday a request for the extradition of former mexican deputy attorney general mario ruiz massieu to mexico where he is charged with a cover-up in his brother 's murder investigation .,us judge denies mexico 's extradition request for massieu," judge denies extradition of brother's killer to mexico
","{'rouge1': Score(precision=0.5555555555555556, recall=0.5555555555555556, fmeasure=0.5555555555555556), 'rouge2': Score(precision=0.125, recall=0.125, fmeasure=0.125), 'rougeL': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333)}"
26,"fred west told the truth -- and should be believed -- when he exonerated his wife in the murders of ## young women before killing himself , a jury heard wednesday .",fred west told truth when he exonerated his wife of murder defense by UNK UNK," west a truthful man in serial killing trial
###
article","{'rouge1': Score(precision=0.13333333333333333, recall=0.2222222222222222, fmeasure=0.16666666666666669), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.13333333333333333, recall=0.2222222222222222, fmeasure=0.16666666666666669)}"
27,"german chemical giant hoechst group announced plans wednesday to invest ### million dollars in china next year , with the idea of getting a strong foothold in the fast growing economy , xinhua news agency reported .",hoechst to invest total ### million us dollars in chinese operation," german chemical giant to make big investment in china
","{'rouge1': Score(precision=0.3, recall=0.3333333333333333, fmeasure=0.3157894736842105), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3, recall=0.3333333333333333, fmeasure=0.3157894736842105)}"
28,"roh tae-woo , the former south korean military UNK charged with corruption on thursday , oversaw the first tentative steps of his country 's transition from authoritarian rule to democracy .",roh coup plotter then democracy convert now in disgrace by UNK park, ex-s.korea leader roh gets 13-,"{'rouge1': Score(precision=0.08333333333333333, recall=0.14285714285714285, fmeasure=0.10526315789473685), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.14285714285714285, fmeasure=0.10526315789473685)}"
29,a court here thursday sentenced a ##-year-old man to ## years in jail after he admitted pummelling his baby son to death to silence him while watching television .,man who killed baby to hear television better gets ## years, india 's ##-year-old goes to ##,"{'rouge1': Score(precision=0.2, recall=0.3333333333333333, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.16666666666666666, fmeasure=0.125)}"
30,"president bill clinton said thursday he would propose a new plan to congress to reopen many government operations and end the budget impasse , but repeated his intention to veto a republican budget bill .",clinton congress offer plans to end budget impasse," clinton to submit new proposal to end budget dispute
###","{'rouge1': Score(precision=0.5, recall=0.4444444444444444, fmeasure=0.47058823529411764), 'rouge2': Score(precision=0.2857142857142857, recall=0.25, fmeasure=0.26666666666666666), 'rougeL': Score(precision=0.5, recall=0.4444444444444444, fmeasure=0.47058823529411764)}"
31,"five east timorese youths who scaled the french embassy 's fence here thursday , left the embassy on their way to portugal friday .",UNK latest east timorese asylum seekers leave for portugal, boris urges greater european role in east timor,"{'rouge1': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941)}"
32,"the repatriation of at least #,### bosnian moslems was postponed friday after the unhcr pulled out of the first joint scheme to return refugees to their homes in northwest bosnia .",repatriation of bosnian refugees postponed," bosnia pact not signed over unhcr pullout
article","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
33,"the us space shuttle atlantis separated from the orbiting russian mir space station early saturday , after three days of test runs for life in a future space facility , nasa announced .",atlantis mir part ways after three-day space collaboration by emmanuel UNK," atlantis undocks from mir
###
article:","{'rouge1': Score(precision=0.16666666666666666, recall=0.4, fmeasure=0.23529411764705882), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.4, fmeasure=0.23529411764705882)}"
34,"the shooting down of the largest transport plane in the sri lankan air force has wrecked supply lines and slowed a major government offensive against the tamil rebel citadel of jaffna , analysts said .",downing of plane slows sri lanka 's army onslaught on jaffna by amal jayasinghe," observers alarmed at downed plane
###
article: mit sl","{'rouge1': Score(precision=0.14285714285714285, recall=0.25, fmeasure=0.18181818181818182), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.25, fmeasure=0.18181818181818182)}"
35,outgoing polish president lech walesa and his ex-communist rival aleksander kwasniewski cast their ballots sunday in a tight contest for the presidency but managed some humor amid all the tension .,walesa kwasniewski cast ballot amid touch of humor, walesa battles ex - rival in tight presidential race in,"{'rouge1': Score(precision=0.125, recall=0.1111111111111111, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.1111111111111111, fmeasure=0.11764705882352941)}"
36,tea scores on the fourth day of the second test between australia and pakistan here monday .,australia vs pakistan tea scorecard," aussies walloping pakistan
###
article","{'rouge1': Score(precision=0.2, recall=0.25, fmeasure=0.22222222222222224), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.25, fmeasure=0.22222222222222224)}"
37,"the head of the russian-installed government in the breakaway republic of chechnya narrowly survived a bomb attack monday , the third assassination attempt against top russian officials in two months .",head of UNK chechen government survives bomb," head of sway jamaat out of danger
###
","{'rouge1': Score(precision=0.2857142857142857, recall=0.2857142857142857, fmeasure=0.2857142857142857), 'rouge2': Score(precision=0.16666666666666666, recall=0.16666666666666666, fmeasure=0.16666666666666666), 'rougeL': Score(precision=0.2857142857142857, recall=0.2857142857142857, fmeasure=0.2857142857142857)}"
38,"australia 's news corp announced monday it was joining brazil 's globo , mexico 's grupo televisa and the us tele-communications inc. in a venture to broadcast ### channels via satellite to latin america .",news corp globo televisa and tele-communications in satellite venture," news corp , globo , grupo telecom form","{'rouge1': Score(precision=0.3, recall=0.5, fmeasure=0.37499999999999994), 'rouge2': Score(precision=0.2222222222222222, recall=0.4, fmeasure=0.2857142857142857), 'rougeL': Score(precision=0.3, recall=0.5, fmeasure=0.37499999999999994)}"
39,"former israeli chief of staff ehud barak is to be appointed foreign minister in the new cabinet of prime minister shimon peres , an outgoing minister said tuesday .",barak to be named israel 's new fm outgoing minister says, ex-ist military chief barak to be israel ',"{'rouge1': Score(precision=0.36363636363636365, recall=0.5, fmeasure=0.4210526315789474), 'rouge2': Score(precision=0.2, recall=0.2857142857142857, fmeasure=0.23529411764705882), 'rougeL': Score(precision=0.36363636363636365, recall=0.5, fmeasure=0.4210526315789474)}"
40,"indicted war criminals will not be allowed to hold office or serve in the military in post-war bosnia under a peace agreement for the balkans reached tuesday , us officials said .",balkan leaders to bar war criminals from office : clinton, indicted war criminals will not be allowed to run in bosnian,"{'rouge1': Score(precision=0.3333333333333333, recall=0.2727272727272727, fmeasure=0.3), 'rouge2': Score(precision=0.125, recall=0.1, fmeasure=0.11111111111111112), 'rougeL': Score(precision=0.2222222222222222, recall=0.18181818181818182, fmeasure=0.19999999999999998)}"
41,"japan 's collapsed kizu credit union , the largest such institution in the country , had incurred losses of ### billion yen -lrb- #.# billion dollars -rrb- , the bank of japan said wednesday .",UNK credit union losses at #.# bln dlrs : central bank, japan 's core credit union was ### billion illiquid,"{'rouge1': Score(precision=0.2222222222222222, recall=0.25, fmeasure=0.23529411764705882), 'rouge2': Score(precision=0.125, recall=0.14285714285714285, fmeasure=0.13333333333333333), 'rougeL': Score(precision=0.2222222222222222, recall=0.25, fmeasure=0.23529411764705882)}"
42,"nick leeson , the young futures trader blamed for the collapse of britain 's oldest merchant bank , rose from humble london origins to become the tragic golden boy of the asian financial el dorado .",UNK : ordinary boy who ruined britain 's oldest merchant bank by roberto UNK, greedy ex-fuji trader leeson must pay more than,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
43,UNK,president mandela pilloried in nigeria," UNK
###
article: pakistan 's","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
44,malaysian prime minister mahathir mohamad indicated friday he would soon relinquish control of the ruling party to his deputy anwar ibrahim .,mahathir wants leadership change to be smooth," malaysia takes step toward leadership shuffle
###
article","{'rouge1': Score(precision=0.14285714285714285, recall=0.14285714285714285, fmeasure=0.14285714285714285), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.14285714285714285, fmeasure=0.14285714285714285)}"
45,"bosnian croat forces have begun torching homes in parts of western bosnia captured during a summer offensive but due to return to serb control under the dayton peace agreement , un officials said friday .",croats torch homes in areas due to return to serbs," bosnian croat forces begin burning homes in captured territory
","{'rouge1': Score(precision=0.3, recall=0.3333333333333333, fmeasure=0.3157894736842105), 'rouge2': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941), 'rougeL': Score(precision=0.3, recall=0.3333333333333333, fmeasure=0.3157894736842105)}"
46,"president robert mugabe 's pay packet will be more than doubled by july next year to a total of ###,### zimbabwe dollars -lrb- around ##,### us dollars -rrb- , the government announced saturday .",president mugabe 's salary doubled," zimbabwe president 's salary to jump
###
article","{'rouge1': Score(precision=0.6, recall=0.42857142857142855, fmeasure=0.5), 'rouge2': Score(precision=0.25, recall=0.16666666666666666, fmeasure=0.2), 'rougeL': Score(precision=0.6, recall=0.42857142857142855, fmeasure=0.5)}"
47,"former french prime minister michel rocard and former us defense secretary robert mcnamara have agreed to serve on an australian commission working to ban nuclear weapons , prime minister paul keating said sunday .",former french pm to serve on keating commission to ban the bomb by jack taylor," keating cites rocard as nuclear weapons advisor
###
","{'rouge1': Score(precision=0.06666666666666667, recall=0.14285714285714285, fmeasure=0.09090909090909091), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.14285714285714285, fmeasure=0.09090909090909091)}"
48,"former mexican president carlos salinas said sunday that he was astonished by charges that his brother was connected with the drug - trafficking underworld and that , if convicted , he should be punished .",former mexican president says he is astonished by brother 's arrest, mexico 's ex - president astonished at kin ',"{'rouge1': Score(precision=0.2727272727272727, recall=0.42857142857142855, fmeasure=0.33333333333333326), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.18181818181818182, recall=0.2857142857142857, fmeasure=0.2222222222222222)}"
49,ministers from the european union and its mediterranean neighbors gathered here under heavy security on monday for an unprecedented conference on economic and political cooperation .,european mediterranean ministers gather for landmark conference by julie bradford," european countries call for mediterranean pact
###
","{'rouge1': Score(precision=0.3, recall=0.5, fmeasure=0.37499999999999994), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.3333333333333333, fmeasure=0.25)}"
50,bosnian president alija izetbegovic on monday accused bosnian serb leader radovan karadzic of seeking to sway the us congress against approving us troops to help enforce peace in the former yugoslavia .,karadzic trying to trip up peace process : izetbegovic, izetbegovic accuses karadzic,"{'rouge1': Score(precision=0.25, recall=0.6666666666666666, fmeasure=0.36363636363636365), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.3333333333333333, fmeasure=0.18181818181818182)}"
51,pakistan 's team manager intikhab alam dismissed claims tuesday that his team 's poor performance in the current test series was to blame for weak ticket sales ahead of the final test .,do n't blame pakistan for poor test ticket sales says manager," ticket sales suffer as team struggle against england
###
","{'rouge1': Score(precision=0.16666666666666666, recall=0.25, fmeasure=0.2), 'rouge2': Score(precision=0.09090909090909091, recall=0.14285714285714285, fmeasure=0.1111111111111111), 'rougeL': Score(precision=0.16666666666666666, recall=0.25, fmeasure=0.2)}"
52,"faced with a mushrooming influence-peddling scandal that has rocked the government , president fernando henrique cardoso has opened a high - level probe into the affair in an attempt to stem political fallout .",president opens probe of influence-peddling scandal," cardoso opens probe into influence-peddling scandal
","{'rouge1': Score(precision=0.7142857142857143, recall=0.7142857142857143, fmeasure=0.7142857142857143), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.7142857142857143, recall=0.7142857142857143, fmeasure=0.7142857142857143)}"
53,"french rail workers pressed on with their crippling strike for a sixth straight day wednesday to protest welfare reform plans by prime minister alain juppe , with no immediate end in sight .",french UNK press strike stranglehold by michael thurston," france still hit by big rail strike
###
article","{'rouge1': Score(precision=0.25, recall=0.25, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.125, fmeasure=0.125)}"
54,"the handlers of britain 's lennox lewis are ready to offer american riddick bowe nine million dollars for a long-overdue heavyweight clash in march or april , his promoter panos eliades said wednesday .",UNK UNK lewis camp prepare bowe offer," good news for ailing heavyweights
###
article:","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
55,president fidel ramos on thursday said he was `` confident '' that peace talks with moslem guerrillas would result in a successful conclusion following the latest round of negotiations in jakarta .,ramos confident of successful conclusion in moslem peace talks," philippine president confident of guerilla truce
###","{'rouge1': Score(precision=0.2222222222222222, recall=0.3333333333333333, fmeasure=0.26666666666666666), 'rouge2': Score(precision=0.125, recall=0.2, fmeasure=0.15384615384615385), 'rougeL': Score(precision=0.2222222222222222, recall=0.3333333333333333, fmeasure=0.26666666666666666)}"
56,"swedish telecommunications giant ericsson has reached a basic agreement to sell its relay production to japanese electronics company UNK corp , ericsson said thursday .",ericsson sells relay production to UNK 's UNK corp, japan buys part of ericsson 's relay control,"{'rouge1': Score(precision=0.3333333333333333, recall=0.375, fmeasure=0.35294117647058826), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2222222222222222, recall=0.25, fmeasure=0.23529411764705882)}"
57,"east timorese president xanana gusmao on thursday made an emotional appeal for rivals from the country 's east and west to forgive each other , pleading for unity to end weeks of violence .",gusmao makes UNK for etimor unity UNK UNK fresh gusmao UNK visit with refugees, gusmao makes emotional appeal for east and west to,"{'rouge1': Score(precision=0.21428571428571427, recall=0.3333333333333333, fmeasure=0.2608695652173913), 'rouge2': Score(precision=0.07692307692307693, recall=0.125, fmeasure=0.09523809523809525), 'rougeL': Score(precision=0.21428571428571427, recall=0.3333333333333333, fmeasure=0.2608695652173913)}"
58,ireland 's government urged prudence on thursday as the first irish savers began to benefit from a state savings scheme that will mean a ##-billion-euro -lrb- ##-billion-dollar -rrb- payout to almost #.# million people over the next year .,irish urged to continue saving as ##-billion-euro payout begins by andrew UNK UNK UNK UNK, first irish payouts from bank debt deal planned 'soon,"{'rouge1': Score(precision=0.125, recall=0.2222222222222222, fmeasure=0.16), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.2222222222222222, fmeasure=0.16)}"
59,"russian foreign minister sergei lavrov on thursday welcomed a us move to enter european-led talks on iran 's nuclear program , urging the international community not to disrupt the process .",russia urges international community not to disrupt iran talks UNK picture," russia welcomes us plan to join iran talks
###","{'rouge1': Score(precision=0.36363636363636365, recall=0.5, fmeasure=0.4210526315789474), 'rouge2': Score(precision=0.1, recall=0.14285714285714285, fmeasure=0.11764705882352941), 'rougeL': Score(precision=0.36363636363636365, recall=0.5, fmeasure=0.4210526315789474)}"
60,"general motors corp. expects it will be able to avoid a crippling strike at its largest parts subsidiary despite a disagreement over the company 's attempt to throw out its union contracts as it emerges from bankruptcy , gm 's chief executive said thursday .",gm expects to avoid strike at delphi : ceo, gm can avoid crippling strike at largest us parts unit –,"{'rouge1': Score(precision=0.5, recall=0.4, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.14285714285714285, recall=0.1111111111111111, fmeasure=0.125), 'rougeL': Score(precision=0.5, recall=0.4, fmeasure=0.4444444444444445)}"
61,"football fans in the bangladesh capital dhaka will be able to watch the world cup live on big screens at ## city locations , officials said friday .",the afp world news summary," bangladesh to show world cup games on big screens
","{'rouge1': Score(precision=0.2, recall=0.1111111111111111, fmeasure=0.14285714285714285), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.1111111111111111, fmeasure=0.14285714285714285)}"
