,inputs,references,predictions,score
11,jordan 's crown prince hassan ibn talal arrived tuesday for his first visit to jerusalem and was to pay his condolences to the widow of assassinated prime minister yitzhak rabin .,jordan 's crown prince makes first visit to jerusalem, To enter the safari you must step on a seven-meter long apple tree with two million branches that sprouts up to be 500 meters high thanks to magnificent,"{'rouge1': Score(precision=0.1111111111111111, recall=0.034482758620689655, fmeasure=0.05263157894736842), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.034482758620689655, fmeasure=0.05263157894736842)}"
12,poland 's main opposition party tuesday endorsed president lech walesa in an upcoming presidential run-off election after a reformed communist won the first round of voting .,walesa receives opposition boost," WS, two sentence summary: last week herma from anderson (or=sbourne), today night to on court with iac, and continuing...","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
13,"the rand gained ground against the dollar at the opening here wednesday , to #.#### \/ ## to the greenback from #.#### \/ ## at the close tuesday .",rand gains ground," On future retirement rates , the 2 U.S. countries of equivalent GDP/capita tax rates will their countries have the property growth to follow far better than","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
14,"arbitrary arrests , torture , prisoners dying in detention and the death penalty are current practices in guinea , human rights organization amnesty international said thursday in a report published here .",amnesty deplores human rights violations in guinea," death penalty , impunity and abuse of authority

' Transparency around public security execution took the form of trust and trust around minimum standards of fairness , human rights practices","{'rouge1': Score(precision=0.2857142857142857, recall=0.07407407407407407, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.16666666666666666, recall=0.038461538461538464, fmeasure=0.0625), 'rougeL': Score(precision=0.2857142857142857, recall=0.07407407407407407, fmeasure=0.11764705882352941)}"
15,"a young syrian woman who was arrested last year on terrorism charges at the airport here had a map of us military facilities in turkey , a canadian security official said thursday .",canada investigates syrian woman with alleged ties to pkk," syrian activist arrested for bomb threat at air force base

Eddenton, south west ga. what are the special safety rw operations under force protection","{'rouge1': Score(precision=0.1111111111111111, recall=0.041666666666666664, fmeasure=0.06060606060606061), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.041666666666666664, fmeasure=0.06060606060606061)}"
16,hong kong signed a breakthrough air services agreement with the united states on friday that will allow us airlines to carry freight to asian destinations via the territory .,hong kong us sign breakthrough aviation pact, the united states is launching a study to explore launching a private thruster to burn energy from the sun . 8chan is an odious and twisted webcam forum dedicated,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
17,a us citizen who spied for communist east germany was given a suspended jail sentence of ## months here friday .,us citizen who spied for east germans given suspended sentence,"

on bicknell jimothy tarry was convicted of espionage

jimmy tarley abuse of prison as a prison camp he studied the","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
18,davis love said he was thinking of making the world cup of golf a full time occupation after taking a ## stroke lead over japan in the event with us partner fred couples here on saturday .,americans lead UNK by ## strokes,This should help you not miss recruiting. Signup once here. The cards had been in cash and were already touties with BJC's electronic payment system,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
19,"france , still high after their convincing ##-## win over new zealand have named the same team for the second test next saturday in paris .",french keep same team for #nd test," F

Jury hears the testimony of an ex-officiant s according to which holy catholics should watch haverford haupt statt and continue","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
20,"#st quarter : chi - td , curtis conway ## UNK pass from erik kramer -lrb- kevin butler kick -rrb- , #:## .",chicago # ## # # ## green bay ## # # # ##,"

[....] [No units = 210] [quicker -at._zur= kev valocrates and john dessen {such. gr","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
21,"at least ## people were killed when a nigeria airways airliner crashed on landing monday at kaduna airport in the north of the country , airport officials said .",nigerian plane crashes on landing killing at least ##," nigeria officials confirmed on avro trax that 4 passenger aircraft have crashed.

1st timon had a long affair with bangsin and h","{'rouge1': Score(precision=0.25, recall=0.09090909090909091, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.045454545454545456, fmeasure=0.06666666666666667)}"
22,the four candidates in algeria 's first free presidential election held final rallies monday amid tight security as some voters began casting their ballots three days ahead of the main poll .,algerian presidential candidates wind up campaign by richard palmer, after debates begin on April 3rd We are now about to begin the major part of the process for the first free and fair presidential election in algeria Posted,"{'rouge1': Score(precision=0.1111111111111111, recall=0.034482758620689655, fmeasure=0.05263157894736842), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.034482758620689655, fmeasure=0.05263157894736842)}"
23,the united nations children 's fund -lrb- unicef -rrb- has voiced concern over the plight of children in much of eastern europe where communism was abruptly dismantled and state services allowed to erode .,unicef concerned about welfare of children in former communist states, They give away just about anything they want. They might sell you a pair of absolutely ridiculous goog's. They might even give you a blood donated vial,"{'rouge1': Score(precision=0.2, recall=0.07142857142857142, fmeasure=0.10526315789473682), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.07142857142857142, fmeasure=0.10526315789473682)}"
24,"a swedish un soldier in bosnia was shot and killed by a stray bullet on tuesday in an incident authorities are calling an accident , military officials in stockholm said tuesday .",swedish un soldier in bosnia killed by stray bullet," why swedish military guy shot dead is labeled an example of big parents raising son

sentences summary: a soldier , at least was shot and killed","{'rouge1': Score(precision=0.3333333333333333, recall=0.12, fmeasure=0.1764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.12, fmeasure=0.1764705882352941)}"
25,a us judge denied on tuesday a request for the extradition of former mexican deputy attorney general mario ruiz massieu to mexico where he is charged with a cover-up in his brother 's murder investigation .,us judge denies mexico 's extradition request for massieu, camerunas life is not his portfolio to worry about since he'll serve six years in kopenhagen on charge of providing evidenc for korean involvement,"{'rouge1': Score(precision=0.1111111111111111, recall=0.04, fmeasure=0.058823529411764705), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.04, fmeasure=0.058823529411764705)}"
26,"fred west told the truth -- and should be believed -- when he exonerated his wife in the murders of ## young women before killing himself , a jury heard wednesday .",fred west told truth when he exonerated his wife of murder defense by UNK UNK," death verdict, verdict was warranted , and especially guilty sentence summary.

Elijah Smith & Compostion is urged to express the following sentence summary , a","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
27,"german chemical giant hoechst group announced plans wednesday to invest ### million dollars in china next year , with the idea of getting a strong foothold in the fast growing economy , xinhua news agency reported .",hoechst to invest total ### million us dollars in chinese operation,"

Audiences in china will watch the diamond mining referendum. Maybe there will be many candidates voted to implement the referendum. The vote will last for the","{'rouge1': Score(precision=0.2, recall=0.07692307692307693, fmeasure=0.1111111111111111), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.038461538461538464, fmeasure=0.05555555555555555)}"
28,"roh tae-woo , the former south korean military UNK charged with corruption on thursday , oversaw the first tentative steps of his country 's transition from authoritarian rule to democracy .",roh coup plotter then democracy convert now in disgrace by UNK park," wanyoung jin/army will join the british armband he charges with systemat

Appeal of the south korean government","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
29,a court here thursday sentenced a ##-year-old man to ## years in jail after he admitted pummelling his baby son to death to silence him while watching television .,man who killed baby to hear television better gets ## years," ##5 & 2 months, home detention with no conditions, return to jail period.

Breastfeeding was halted last month by authorities, following a nurse","{'rouge1': Score(precision=0.1, recall=0.045454545454545456, fmeasure=0.06250000000000001), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.045454545454545456, fmeasure=0.06250000000000001)}"
30,"president bill clinton said thursday he would propose a new plan to congress to reopen many government operations and end the budget impasse , but repeated his intention to veto a republican budget bill .",clinton congress offer plans to end budget impasse," Bush has stopped negotiating with his GOP counterparts over the expiration of his powers while crafting his budget , leaving it up in the air whether he's going to veto the","{'rouge1': Score(precision=0.25, recall=0.06451612903225806, fmeasure=0.10256410256410256), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.03225806451612903, fmeasure=0.05128205128205128)}"
31,"five east timorese youths who scaled the french embassy 's fence here thursday , left the embassy on their way to portugal friday .",UNK latest east timorese asylum seekers leave for portugal," when don juan's wife madhu sends him a text while she is basileus woman learn if you're short of funds how ever happened , in a","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
32,"the repatriation of at least #,### bosnian moslems was postponed friday after the unhcr pulled out of the first joint scheme to return refugees to their homes in northwest bosnia .",repatriation of bosnian refugees postponed," 179,000 dinars was withheld from the abrar district for violations of military neutrality until it complied with military demands of not doing hmmm. The military took","{'rouge1': Score(precision=0.2, recall=0.037037037037037035, fmeasure=0.0625), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.037037037037037035, fmeasure=0.0625)}"
33,"the us space shuttle atlantis separated from the orbiting russian mir space station early saturday , after three days of test runs for life in a future space facility , nasa announced .",atlantis mir part ways after three-day space collaboration by emmanuel UNK," sommerfeld station lies outside the sector of hyper dimension. our little little friend is on a mission to join the federation race, as well as to serve as","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
34,"the shooting down of the largest transport plane in the sri lankan air force has wrecked supply lines and slowed a major government offensive against the tamil rebel citadel of jaffna , analysts said .",downing of plane slows sri lanka 's army onslaught on jaffna by amal jayasinghe," On Jan draw date, under arms reviews in different chief of Air Staff, ,the jp was formed in which the 5 per cent foreign troops was to also","{'rouge1': Score(precision=0.14285714285714285, recall=0.07142857142857142, fmeasure=0.09523809523809523), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.03571428571428571, fmeasure=0.047619047619047616)}"
35,outgoing polish president lech walesa and his ex-communist rival aleksander kwasniewski cast their ballots sunday in a tight contest for the presidency but managed some humor amid all the tension .,walesa kwasniewski cast ballot amid touch of humor, fine for a plane that needs to be paid.,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
36,tea scores on the fourth day of the second test between australia and pakistan here monday .,australia vs pakistan tea scorecard, moment of truth for urbanspoon is that oatmeal stretches and thicken. Subway's menu uses numbers to describe its menu. Located almost. We have,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
37,"the head of the russian-installed government in the breakaway republic of chechnya narrowly survived a bomb attack monday , the third assassination attempt against top russian officials in two months .",head of UNK chechen government survives bomb, amira alexandrovna famous russian beauty immigrated to the united states with her lover nish and grandfather in 1956 toenor but a committed,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
38,"australia 's news corp announced monday it was joining brazil 's globo , mexico 's grupo televisa and the us tele-communications inc. in a venture to broadcast ### channels via satellite to latin america .",news corp globo televisa and tele-communications in satellite venture," kane madden is expecting his daughter in two months, and isn't marrying until the second generation. very few expect to see any confrontation between husband and wife","{'rouge1': Score(precision=0.2, recall=0.07142857142857142, fmeasure=0.10526315789473682), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.03571428571428571, fmeasure=0.05263157894736841)}"
39,"former israeli chief of staff ehud barak is to be appointed foreign minister in the new cabinet of prime minister shimon peres , an outgoing minister said tuesday .",barak to be named israel 's new fm outgoing minister says," there are two. versions of the statue

There are two versions of the statue , and we replicate one.

In the Armenian version , two sentences","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
40,"indicted war criminals will not be allowed to hold office or serve in the military in post-war bosnia under a peace agreement for the balkans reached tuesday , us officials said .",balkan leaders to bar war criminals from office : clinton,"

Stechenkov: Yes

Aglipayan: Sentenced as Dimitar Yazov was a respected senior military commander in the armed forces for","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
41,"japan 's collapsed kizu credit union , the largest such institution in the country , had incurred losses of ### billion yen -lrb- #.# billion dollars -rrb- , the bank of japan said wednesday .",UNK credit union losses at #.# bln dlrs : central bank, a recent release by reliable financial scholar Ramit Jaiswal proves that japanese kizu mismanagement and slumbering access in the banking system is trending,"{'rouge1': Score(precision=0.1111111111111111, recall=0.043478260869565216, fmeasure=0.0625), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.043478260869565216, fmeasure=0.0625)}"
42,"nick leeson , the young futures trader blamed for the collapse of britain 's oldest merchant bank , rose from humble london origins to become the tragic golden boy of the asian financial el dorado .",UNK : ordinary boy who ruined britain 's oldest merchant bank by roberto UNK," read the thriller find out how hoover ended up and were looking to hire older male professionals at good pay, watch for the meaning in the awesome book cross","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
43,UNK,president mandela pilloried in nigeria,"

The United States denies it has any other intermediate-range missiles. It also seeks a ban to be imposed on Israel acquainting its region withmiss","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
44,malaysian prime minister mahathir mohamad indicated friday he would soon relinquish control of the ruling party to his deputy anwar ibrahim .,mahathir wants leadership change to be smooth," mahurat raja's religion : view image .

Trending Posts Biggest next-door facebook posts 2016. Alexa page definition welcome home warriors and furious","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
45,"bosnian croat forces have begun torching homes in parts of western bosnia captured during a summer offensive but due to return to serb control under the dayton peace agreement , un officials said friday .",croats torch homes in areas due to return to serbs," sedmony of ethnic purity of bosnian brothers with ho..

2019-05-27Translate this pageSerbs in bosnia allow outside forces to","{'rouge1': Score(precision=0.2, recall=0.1, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.1, fmeasure=0.13333333333333333)}"
46,"president robert mugabe 's pay packet will be more than doubled by july next year to a total of ###,### zimbabwe dollars -lrb- around ##,### us dollars -rrb- , the government announced saturday .",president mugabe 's salary doubled, The newly launched yoyo are known as the world's brainiest instant messaging apps. The app spends most of its money importing characters from television shows and listening,"{'rouge1': Score(precision=0.2, recall=0.03571428571428571, fmeasure=0.06060606060606061), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.03571428571428571, fmeasure=0.06060606060606061)}"
47,"former french prime minister michel rocard and former us defense secretary robert mcnamara have agreed to serve on an australian commission working to ban nuclear weapons , prime minister paul keating said sunday .",former french pm to serve on keating commission to ban the bomb by jack taylor," “any time it is thought two persons may come together in an unfortunate way, i.30.41.43003 instead of more accurate two person sentence","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
48,"former mexican president carlos salinas said sunday that he was astonished by charges that his brother was connected with the drug - trafficking underworld and that , if convicted , he should be punished .",former mexican president says he is astonished by brother 's arrest," the president said clanko was a "" political animal "" developing techniques for drug trade in mexico because his brother , at the helm of gun motors bar","{'rouge1': Score(precision=0.18181818181818182, recall=0.08, fmeasure=0.1111111111111111), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.18181818181818182, recall=0.08, fmeasure=0.1111111111111111)}"
49,ministers from the european union and its mediterranean neighbors gathered here under heavy security on monday for an unprecedented conference on economic and political cooperation .,european mediterranean ministers gather for landmark conference by julie bradford, it takes a bird from its beak by Donald Trump to remove the euro.,"{'rouge1': Score(precision=0.1, recall=0.07142857142857142, fmeasure=0.08333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.07142857142857142, fmeasure=0.08333333333333333)}"
50,bosnian president alija izetbegovic on monday accused bosnian serb leader radovan karadzic of seeking to sway the us congress against approving us troops to help enforce peace in the former yugoslavia .,karadzic trying to trip up peace process : izetbegovic, mayer is the cross seat update adding milehs in seats for each candidate's verbal commitment to the us senate's most conservative line on housing affordability in the past,"{'rouge1': Score(precision=0.125, recall=0.03333333333333333, fmeasure=0.052631578947368425), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.03333333333333333, fmeasure=0.052631578947368425)}"
51,pakistan 's team manager intikhab alam dismissed claims tuesday that his team 's poor performance in the current test series was to blame for weak ticket sales ahead of the final test .,do n't blame pakistan for poor test ticket sales says manager," if platform 1, paarnala president Venkaiah Naidu, can't run it by dosshukhani bitaar or media as the","{'rouge1': Score(precision=0.08333333333333333, recall=0.05555555555555555, fmeasure=0.06666666666666667), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.05555555555555555, fmeasure=0.06666666666666667)}"
52,"faced with a mushrooming influence-peddling scandal that has rocked the government , president fernando henrique cardoso has opened a high - level probe into the affair in an attempt to stem political fallout .",president opens probe of influence-peddling scandal," Prosecutors say politicians could face civil lawsuits, including charges of corruption, if speaking about personal business with women — as well as constituting ephemeral consent , and","{'rouge1': Score(precision=0.14285714285714285, recall=0.04, fmeasure=0.0625), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.04, fmeasure=0.0625)}"
53,"french rail workers pressed on with their crippling strike for a sixth straight day wednesday to protest welfare reform plans by prime minister alain juppe , with no immediate end in sight .",french UNK press strike stranglehold by michael thurston,"When people are not going to flounder by its social fabric, of course it's pretty clear that it's time to reform them. We already know that","{'rouge1': Score(precision=0.125, recall=0.03571428571428571, fmeasure=0.05555555555555556), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.03571428571428571, fmeasure=0.05555555555555556)}"
54,"the handlers of britain 's lennox lewis are ready to offer american riddick bowe nine million dollars for a long-overdue heavyweight clash in march or april , his promoter panos eliades said wednesday .",UNK UNK lewis camp prepare bowe offer, ii members of the riddick brie flrower camp feel ripped off by west branch social workers who were so terrified of revealing he was alive that they devoted,"{'rouge1': Score(precision=0.14285714285714285, recall=0.03571428571428571, fmeasure=0.05714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.03571428571428571, fmeasure=0.05714285714285715)}"
55,president fidel ramos on thursday said he was `` confident '' that peace talks with moslem guerrillas would result in a successful conclusion following the latest round of negotiations in jakarta .,ramos confident of successful conclusion in moslem peace talks,"

he said:

it’ s true that one gets on a _ traditional _ cebu2 train. but the dapper one the","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
56,"swedish telecommunications giant ericsson has reached a basic agreement to sell its relay production to japanese electronics company UNK corp , ericsson said thursday .",ericsson sells relay production to UNK 's UNK corp, The corporate mergers policy of Ericsson was changed when japanese decision maker WAS politicians in the cult of wang deng decided to obtain the corporate control,"{'rouge1': Score(precision=0.2222222222222222, recall=0.07692307692307693, fmeasure=0.1142857142857143), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2222222222222222, recall=0.07692307692307693, fmeasure=0.1142857142857143)}"
57,"east timorese president xanana gusmao on thursday made an emotional appeal for rivals from the country 's east and west to forgive each other , pleading for unity to end weeks of violence .",gusmao makes UNK for etimor unity UNK UNK fresh gusmao UNK visit with refugees," crip is a mob that cheered itself up with murder , teargas and ripona-poaching incidents which left jihadi terror in melancholia over the impact","{'rouge1': Score(precision=0.07142857142857142, recall=0.041666666666666664, fmeasure=0.052631578947368425), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.041666666666666664, fmeasure=0.052631578947368425)}"
