,inputs,references,predictions,score
10,"turnout was heavy for parliamentary elections monday in trinidad and tobago after a month of intensive campaigning throughout the country , one of the most prosperous in the caribbean .",trinidad and tobago poll draws heavy turnout by john babb, at about 6:30pm revel politicians and others had gathered,"{'rouge1': Score(precision=0.1, recall=0.1, fmeasure=0.10000000000000002), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.1, fmeasure=0.10000000000000002)}"
11,jordan 's crown prince hassan ibn talal arrived tuesday for his first visit to jerusalem and was to pay his condolences to the widow of assassinated prime minister yitzhak rabin .,jordan 's crown prince makes first visit to jerusalem, the royal family's spain reports have been less than accurate,"{'rouge1': Score(precision=0.1111111111111111, recall=0.09090909090909091, fmeasure=0.09999999999999999), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.09090909090909091, fmeasure=0.09999999999999999)}"
12,poland 's main opposition party tuesday endorsed president lech walesa in an upcoming presidential run-off election after a reformed communist won the first round of voting .,walesa receives opposition boost, a leaflet released by the cepo claims the ',"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
13,"the rand gained ground against the dollar at the opening here wednesday , to #.#### \/ ## to the greenback from #.#### \/ ## at the close tuesday .",rand gains ground, rand gains carry #1 significant momentum into friday to #,"{'rouge1': Score(precision=0.6666666666666666, recall=0.2222222222222222, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.5, recall=0.125, fmeasure=0.2), 'rougeL': Score(precision=0.6666666666666666, recall=0.2222222222222222, fmeasure=0.3333333333333333)}"
14,"arbitrary arrests , torture , prisoners dying in detention and the death penalty are current practices in guinea , human rights organization amnesty international said thursday in a report published here .",amnesty deplores human rights violations in guinea, . 1. guinea suffers one and two-year det,"{'rouge1': Score(precision=0.14285714285714285, recall=0.125, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.125, fmeasure=0.13333333333333333)}"
15,"a young syrian woman who was arrested last year on terrorism charges at the airport here had a map of us military facilities in turkey , a canadian security official said thursday .",canada investigates syrian woman with alleged ties to pkk, she has seemingly compesed plans to cross the border with,"{'rouge1': Score(precision=0.2222222222222222, recall=0.2, fmeasure=0.2105263157894737), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.1, fmeasure=0.10526315789473685)}"
16,hong kong signed a breakthrough air services agreement with the united states on friday that will allow us airlines to carry freight to asian destinations via the territory .,hong kong us sign breakthrough aviation pact," the subject of this document originates friday, july","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
17,a us citizen who spied for communist east germany was given a suspended jail sentence of ## months here friday .,us citizen who spied for east germans given suspended sentence, it’s good to hear about both the scandal here,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
18,davis love said he was thinking of making the world cup of golf a full time occupation after taking a ## stroke lead over japan in the event with us partner fred couples here on saturday .,americans lead UNK by ## strokes, davis was given a five stroke lead as they hit the,"{'rouge1': Score(precision=0.4, recall=0.18181818181818182, fmeasure=0.25000000000000006), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.09090909090909091, fmeasure=0.12500000000000003)}"
19,"france , still high after their convincing ##-## win over new zealand have named the same team for the second test next saturday in paris .",french keep same team for #nd test, uni is a team competing in the 2012 olympi,"{'rouge1': Score(precision=0.14285714285714285, recall=0.1111111111111111, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.1111111111111111, fmeasure=0.125)}"
20,"#st quarter : chi - td , curtis conway ## UNK pass from erik kramer -lrb- kevin butler kick -rrb- , #:## .",chicago # ## # # ## green bay ## # # # ##, easy fs to pf false confession ## pass from erik,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
21,"at least ## people were killed when a nigeria airways airliner crashed on landing monday at kaduna airport in the north of the country , airport officials said .",nigerian plane crashes on landing killing at least ##, not known who was on board as yet airport accu [...],"{'rouge1': Score(precision=0.125, recall=0.1, fmeasure=0.11111111111111112), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.1, fmeasure=0.11111111111111112)}"
22,the four candidates in algeria 's first free presidential election held final rallies monday amid tight security as some voters began casting their ballots three days ahead of the main poll .,algerian presidential candidates wind up campaign by richard palmer, four final debates and a hung parliament threaten ana sed apot,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
23,the united nations children 's fund -lrb- unicef -rrb- has voiced concern over the plight of children in much of eastern europe where communism was abruptly dismantled and state services allowed to erode .,unicef concerned about welfare of children in former communist states, joint military operations after vladimir putin's annexation of,"{'rouge1': Score(precision=0.1, recall=0.1111111111111111, fmeasure=0.10526315789473685), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.1111111111111111, fmeasure=0.10526315789473685)}"
24,"a swedish un soldier in bosnia was shot and killed by a stray bullet on tuesday in an incident authorities are calling an accident , military officials in stockholm said tuesday .",swedish un soldier in bosnia killed by stray bullet, soldier-nazis should be shot etc pabes,"{'rouge1': Score(precision=0.1111111111111111, recall=0.14285714285714285, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.14285714285714285, fmeasure=0.125)}"
25,a us judge denied on tuesday a request for the extradition of former mexican deputy attorney general mario ruiz massieu to mexico where he is charged with a cover-up in his brother 's murder investigation .,us judge denies mexico 's extradition request for massieu, j. a. brens on dancing at the gates,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
26,"fred west told the truth -- and should be believed -- when he exonerated his wife in the murders of ## young women before killing himself , a jury heard wednesday .",fred west told truth when he exonerated his wife of murder defense by UNK UNK," ""(W)e're in hope, because if not ...","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
27,"german chemical giant hoechst group announced plans wednesday to invest ### million dollars in china next year , with the idea of getting a strong foothold in the fast growing economy , xinhua news agency reported .",hoechst to invest total ### million us dollars in chinese operation, trade feuding over added costs threatens both sides attendance and perhaps,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
28,"roh tae-woo , the former south korean military UNK charged with corruption on thursday , oversaw the first tentative steps of his country 's transition from authoritarian rule to democracy .",roh coup plotter then democracy convert now in disgrace by UNK park, is for what he goes and what he write in your own,"{'rouge1': Score(precision=0.08333333333333333, recall=0.08333333333333333, fmeasure=0.08333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.08333333333333333, fmeasure=0.08333333333333333)}"
29,a court here thursday sentenced a ##-year-old man to ## years in jail after he admitted pummelling his baby son to death to silence him while watching television .,man who killed baby to hear television better gets ## years," justice, you *hates* rocking children to sleep.","{'rouge1': Score(precision=0.1, recall=0.14285714285714285, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.14285714285714285, fmeasure=0.11764705882352941)}"
30,"president bill clinton said thursday he would propose a new plan to congress to reopen many government operations and end the budget impasse , but repeated his intention to veto a republican budget bill .",clinton congress offer plans to end budget impasse," • during saturday's town hall meetings, then-president","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
31,"five east timorese youths who scaled the french embassy 's fence here thursday , left the embassy on their way to portugal friday .",UNK latest east timorese asylum seekers leave for portugal, these four young men used laptop computers to scale a 25-,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
32,"the repatriation of at least #,### bosnian moslems was postponed friday after the unhcr pulled out of the first joint scheme to return refugees to their homes in northwest bosnia .",repatriation of bosnian refugees postponed, 1 . a nineteen year old born to the bosnian mus,"{'rouge1': Score(precision=0.2, recall=0.1, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.1, fmeasure=0.13333333333333333)}"
33,"the us space shuttle atlantis separated from the orbiting russian mir space station early saturday , after three days of test runs for life in a future space facility , nasa announced .",atlantis mir part ways after three-day space collaboration by emmanuel UNK," a scienti
After the success of first national avi","{'rouge1': Score(precision=0.08333333333333333, recall=0.1111111111111111, fmeasure=0.09523809523809525), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.1111111111111111, fmeasure=0.09523809523809525)}"
34,"the shooting down of the largest transport plane in the sri lankan air force has wrecked supply lines and slowed a major government offensive against the tamil rebel citadel of jaffna , analysts said .",downing of plane slows sri lanka 's army onslaught on jaffna by amal jayasinghe, according to local authorities there was a rare display of deadly combat,"{'rouge1': Score(precision=0.07142857142857142, recall=0.08333333333333333, fmeasure=0.07692307692307691), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.08333333333333333, fmeasure=0.07692307692307691)}"
35,outgoing polish president lech walesa and his ex-communist rival aleksander kwasniewski cast their ballots sunday in a tight contest for the presidency but managed some humor amid all the tension .,walesa kwasniewski cast ballot amid touch of humor, this is the sixth edition of what seems somewhat of a regular,"{'rouge1': Score(precision=0.125, recall=0.08333333333333333, fmeasure=0.1), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.08333333333333333, fmeasure=0.1)}"
36,tea scores on the fourth day of the second test between australia and pakistan here monday .,australia vs pakistan tea scorecard," pakistani journalists say turkish president is wrong, here","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
37,"the head of the russian-installed government in the breakaway republic of chechnya narrowly survived a bomb attack monday , the third assassination attempt against top russian officials in two months .",head of UNK chechen government survives bomb, i make the claim that trouble at the russian security services,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
38,"australia 's news corp announced monday it was joining brazil 's globo , mexico 's grupo televisa and the us tele-communications inc. in a venture to broadcast ### channels via satellite to latin america .",news corp globo televisa and tele-communications in satellite venture, globe 's crux business paper said australian entertain,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
39,"former israeli chief of staff ehud barak is to be appointed foreign minister in the new cabinet of prime minister shimon peres , an outgoing minister said tuesday .",barak to be named israel 's new fm outgoing minister says," the ""yes"" proposal comes as peres works to transform","{'rouge1': Score(precision=0.09090909090909091, recall=0.1111111111111111, fmeasure=0.09999999999999999), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.1111111111111111, fmeasure=0.09999999999999999)}"
40,"indicted war criminals will not be allowed to hold office or serve in the military in post-war bosnia under a peace agreement for the balkans reached tuesday , us officials said .",balkan leaders to bar war criminals from office : clinton, they are blocking our roads because w're opponents invaded their territories,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
41,"japan 's collapsed kizu credit union , the largest such institution in the country , had incurred losses of ### billion yen -lrb- #.# billion dollars -rrb- , the bank of japan said wednesday .",UNK credit union losses at #.# bln dlrs : central bank, i think we would have heard this already. these 2 questionable,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
42,"nick leeson , the young futures trader blamed for the collapse of britain 's oldest merchant bank , rose from humble london origins to become the tragic golden boy of the asian financial el dorado .",UNK : ordinary boy who ruined britain 's oldest merchant bank by roberto UNK, leeson came to asia at the height of the valley,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
43,UNK,president mandela pilloried in nigeria," Oh, good. Takes up the majority of the column.","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
44,malaysian prime minister mahathir mohamad indicated friday he would soon relinquish control of the ruling party to his deputy anwar ibrahim .,mahathir wants leadership change to be smooth," since being elected to parliament in singapore in 1980, prime","{'rouge1': Score(precision=0.2857142857142857, recall=0.2, fmeasure=0.23529411764705882), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.1, fmeasure=0.11764705882352941)}"
45,"bosnian croat forces have begun torching homes in parts of western bosnia captured during a summer offensive but due to return to serb control under the dayton peace agreement , un officials said friday .",croats torch homes in areas due to return to serbs, during its '06 campaign in bosnia and herzeg,"{'rouge1': Score(precision=0.1, recall=0.125, fmeasure=0.11111111111111112), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.125, fmeasure=0.11111111111111112)}"
46,"president robert mugabe 's pay packet will be more than doubled by july next year to a total of ###,### zimbabwe dollars -lrb- around ##,### us dollars -rrb- , the government announced saturday .",president mugabe 's salary doubled, -kx- the hike in the hikes in the president,"{'rouge1': Score(precision=0.2, recall=0.1111111111111111, fmeasure=0.14285714285714285), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.1111111111111111, fmeasure=0.14285714285714285)}"
47,"former french prime minister michel rocard and former us defense secretary robert mcnamara have agreed to serve on an australian commission working to ban nuclear weapons , prime minister paul keating said sunday .",former french pm to serve on keating commission to ban the bomb by jack taylor, former us defence secretary robert Mcnamara will serve on,"{'rouge1': Score(precision=0.2, recall=0.3333333333333333, fmeasure=0.25), 'rouge2': Score(precision=0.07142857142857142, recall=0.125, fmeasure=0.09090909090909091), 'rougeL': Score(precision=0.2, recall=0.3333333333333333, fmeasure=0.25)}"
48,"former mexican president carlos salinas said sunday that he was astonished by charges that his brother was connected with the drug - trafficking underworld and that , if convicted , he should be punished .",former mexican president says he is astonished by brother 's arrest, two highly controversial committees were started in the u s congress in,"{'rouge1': Score(precision=0.09090909090909091, recall=0.08333333333333333, fmeasure=0.08695652173913043), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.08333333333333333, fmeasure=0.08695652173913043)}"
49,ministers from the european union and its mediterranean neighbors gathered here under heavy security on monday for an unprecedented conference on economic and political cooperation .,european mediterranean ministers gather for landmark conference by julie bradford, .....a study published during the conference documents that the united,"{'rouge1': Score(precision=0.1, recall=0.1, fmeasure=0.10000000000000002), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.1, fmeasure=0.10000000000000002)}"
50,bosnian president alija izetbegovic on monday accused bosnian serb leader radovan karadzic of seeking to sway the us congress against approving us troops to help enforce peace in the former yugoslavia .,karadzic trying to trip up peace process : izetbegovic, when the united states visited bosnia in 1998 it urged bos,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
51,pakistan 's team manager intikhab alam dismissed claims tuesday that his team 's poor performance in the current test series was to blame for weak ticket sales ahead of the final test .,do n't blame pakistan for poor test ticket sales says manager, t.b whetsley is a software engineer and podcast,"{'rouge1': Score(precision=0.08333333333333333, recall=0.1111111111111111, fmeasure=0.09523809523809525), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.1111111111111111, fmeasure=0.09523809523809525)}"
52,"faced with a mushrooming influence-peddling scandal that has rocked the government , president fernando henrique cardoso has opened a high - level probe into the affair in an attempt to stem political fallout .",president opens probe of influence-peddling scandal," the truth stands austri affiliate of fbi investigates , says","{'rouge1': Score(precision=0.14285714285714285, recall=0.1111111111111111, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.1111111111111111, fmeasure=0.125)}"
53,"french rail workers pressed on with their crippling strike for a sixth straight day wednesday to protest welfare reform plans by prime minister alain juppe , with no immediate end in sight .",french UNK press strike stranglehold by michael thurston, the strike by rail postal workers - the second in history to,"{'rouge1': Score(precision=0.25, recall=0.18181818181818182, fmeasure=0.2105263157894737), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.18181818181818182, fmeasure=0.2105263157894737)}"
54,"the handlers of britain 's lennox lewis are ready to offer american riddick bowe nine million dollars for a long-overdue heavyweight clash in march or april , his promoter panos eliades said wednesday .",UNK UNK lewis camp prepare bowe offer, eliade's ption is a victory for local hospitality,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
55,president fidel ramos on thursday said he was `` confident '' that peace talks with moslem guerrillas would result in a successful conclusion following the latest round of negotiations in jakarta .,ramos confident of successful conclusion in moslem peace talks, his pledge came after repeated warnings that if u.s.,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
56,"swedish telecommunications giant ericsson has reached a basic agreement to sell its relay production to japanese electronics company UNK corp , ericsson said thursday .",ericsson sells relay production to UNK 's UNK corp, ericsson has announced that its world top 3 india,"{'rouge1': Score(precision=0.1111111111111111, recall=0.1111111111111111, fmeasure=0.1111111111111111), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.1111111111111111, fmeasure=0.1111111111111111)}"
57,"east timorese president xanana gusmao on thursday made an emotional appeal for rivals from the country 's east and west to forgive each other , pleading for unity to end weeks of violence .",gusmao makes UNK for etimor unity UNK UNK fresh gusmao UNK visit with refugees," gusmao said there 's "" absolutely no shame","{'rouge1': Score(precision=0.07142857142857142, recall=0.14285714285714285, fmeasure=0.09523809523809523), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.14285714285714285, fmeasure=0.09523809523809523)}"
58,ireland 's government urged prudence on thursday as the first irish savers began to benefit from a state savings scheme that will mean a ##-billion-euro -lrb- ##-billion-dollar -rrb- payout to almost #.# million people over the next year .,irish urged to continue saving as ##-billion-euro payout begins by andrew UNK UNK UNK UNK, new saver limits built in to an ukranian,"{'rouge1': Score(precision=0.0625, recall=0.125, fmeasure=0.08333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0625, recall=0.125, fmeasure=0.08333333333333333)}"
59,"russian foreign minister sergei lavrov on thursday welcomed a us move to enter european-led talks on iran 's nuclear program , urging the international community not to disrupt the process .",russia urges international community not to disrupt iran talks UNK picture, the words of the russian foreign minister were vital to euro,"{'rouge1': Score(precision=0.09090909090909091, recall=0.09090909090909091, fmeasure=0.09090909090909091), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.09090909090909091, fmeasure=0.09090909090909091)}"
60,"general motors corp. expects it will be able to avoid a crippling strike at its largest parts subsidiary despite a disagreement over the company 's attempt to throw out its union contracts as it emerges from bankruptcy , gm 's chief executive said thursday .",gm expects to avoid strike at delphi : ceo," major parts division is not dissolving, after all, but","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
61,"football fans in the bangladesh capital dhaka will be able to watch the world cup live on big screens at ## city locations , officials said friday .",the afp world news summary," 23rd sl, it will be more than three decades since","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
62,india won the toss and chose to bat on the opening day in the opening test against west indies at the antigua recreation ground on friday .,india win toss and elect to bat in first test, the opening day of the inaugural cpl test had austral,"{'rouge1': Score(precision=0.1, recall=0.1, fmeasure=0.10000000000000002), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.1, fmeasure=0.10000000000000002)}"
63,polling stations closed at #### gmt -lrb- #### local time -rrb- friday on the first day of czech legislative elections shadowed by allegations surrounding social democrat prime minister jiri paroubek .,polling stations close on first day of czech legislative elections, | #### there is no evidence in any of the media,"{'rouge1': Score(precision=0.1, recall=0.1111111111111111, fmeasure=0.10526315789473685), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.1111111111111111, fmeasure=0.10526315789473685)}"
64,an insurgency-hit indian state is paying handsome rewards to policemen for slaying maoist rebels in the jungles despite protests from rights groups about state-sponsored violence .,police turn UNK in insurgency-hit indian state by UNK UNK, [sworn to protect] : sadhu shiv g,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
